sgRNA	gene	CTRL_ERS717283.plasmid	CTRL_AHumanV1scr_r1-altered	MOLM_rep_1	MOLM_rep_2	MV411_rep_1	MV411_rep_2	HL60_rep_1	HL60_rep_2	OCIAML2_rep_1	OCIAML2_rep_2	OCIAML3_rep_1	OCIAML3_rep_2
ATIC_CCDS2398.1_ex5_2:216190842-216190865:+_5-3	ATIC	410	486	116	507	52	11	257	227	94	176	117	224
ATIC_CCDS2398.1_ex5_2:216190740-216190763:+_5-2	ATIC	538	660	100	242	62	286	246	401	157	198	27	131
ATL1_CCDS32077.1_ex6_14:51080015-51080038:+_5-4	ATL1	360	375	258	41	371	332	257	314	456	631	333	367
ATL1_CCDS32077.1_ex3_14:51058335-51058358:+_5-2	ATL1	126	197	28	79	102	22	48	132	112	204	182	247
ATL1_CCDS32077.1_ex3_14:51058258-51058281:+_5-1	ATL1	34	26	0	0	177	157	7	6	36	32	4	37
ATL1_CCDS32077.1_ex6_14:51079980-51080003:+_5-3	ATL1	284	299	247	122	330	538	214	231	203	276	184	367
ATL1_CCDS32077.1_ex6_14:51080047-51080070:+_5-5	ATL1	152	200	183	131	176	426	256	215	254	289	128	333
ATL2_CCDS1795.1_ex7_2:38541775-38541798:-_5-1	ATL2	1	1	0	0	0	0	0	0	0	0	0	0
ATL2_CCDS1795.1_ex9_2:38545752-38545775:-_5-2	ATL2	449	502	0	10	72	202	114	103	143	240	245	491
ATL2_CCDS1795.1_ex11_2:38570578-38570601:+_5-5	ATL2	221	281	195	370	99	238	283	236	200	185	158	183
ATL2_CCDS1795.1_ex11_2:38570455-38570478:-_5-3	ATL2	221	279	133	0	24	269	129	60	100	175	192	392
ATL2_CCDS1795.1_ex11_2:38570483-38570506:-_5-4	ATL2	33	43	0	13	142	0	17	0	0	13	75	74
ATL3_CCDS41663.1_ex6_11:63411668-63411691:-_5-1	ATL3	307	346	196	230	135	93	109	166	170	233	228	428
ATL3_CCDS41663.1_ex9_11:63420019-63420042:-_5-2	ATL3	360	372	108	178	147	260	430	710	300	295	176	391
ATL3_CCDS41663.1_ex10_11:63426283-63426306:-_5-3	ATL3	235	276	61	172	489	397	340	235	230	189	333	541
ATL3_CCDS41663.1_ex11_11:63426545-63426568:+_5-4	ATL3	364	425	40	148	396	263	335	381	288	347	424	457
ATL3_CCDS41663.1_ex11_11:63426601-63426624:+_5-5	ATL3	329	327	29	10	64	346	173	366	174	315	382	506
ATM_CCDS31669.1_ex26_11:108159737-108159760:-_5-5	ATM	350	414	2035	766	699	1307	108	220	250	295	236	282
ATM_CCDS31669.1_ex8_11:108121517-108121540:+_5-1	ATM	577	661	1000	540	1769	501	491	652	598	691	526	533
ATM_CCDS31669.1_ex15_11:108138026-108138049:+_5-3	ATM	210	237	66	13	89	69	68	44	134	183	74	78
ATM_CCDS31669.1_ex22_11:108151810-108151833:+_5-4	ATM	206	223	1133	360	1074	227	151	107	199	378	96	142
ATM_CCDS31669.1_ex14_11:108129744-108129767:-_5-2	ATM	270	298	289	129	700	199	73	83	226	178	152	135
ATMIN_CCDS32494.1_ex0_16:81069705-81069728:-_5-3	ATMIN	731	740	201	175	395	830	214	238	360	361	159	276
ATMIN_CCDS32494.1_ex2_16:81076039-81076062:+_5-5	ATMIN	580	611	51	416	311	359	285	331	223	442	204	446
ATMIN_CCDS32494.1_ex0_16:81069681-81069704:-_5-2	ATMIN	758	942	509	271	181	505	459	383	217	443	347	361
ATMIN_CCDS32494.1_ex0_16:81069661-81069684:-_5-1	ATMIN	848	971	238	139	445	571	1775	1665	383	547	442	674
ATMIN_CCDS32494.1_ex2_16:81075991-81076014:-_5-4	ATMIN	635	747	167	413	234	398	442	375	252	373	208	285
ATN1_CCDS31734.1_ex3_12:7046004-7046027:-_5-5	ATN1	678	819	559	306	363	1053	597	598	571	939	456	664
ATN1_CCDS31734.1_ex3_12:7045559-7045582:-_5-4	ATN1	242	302	232	73	858	152	318	233	148	221	123	231
ATN1_CCDS31734.1_ex3_12:7044733-7044756:-_5-1	ATN1	587	744	380	455	2732	243	300	343	446	524	375	414
ATN1_CCDS31734.1_ex3_12:7044786-7044809:+_5-2	ATN1	333	374	93	247	819	577	275	227	200	392	204	295
ATN1_CCDS31734.1_ex3_12:7045156-7045179:+_5-3	ATN1	268	373	175	105	451	168	180	160	159	387	119	206
ATOH1_CCDS3638.1_ex0_4:94750310-94750333:-_5-1	ATOH1	176	208	40	13	7	299	180	174	145	105	86	166
ATOH1_CCDS3638.1_ex0_4:94750705-94750728:-_5-4	ATOH1	799	847	523	600	369	1453	709	773	575	923	698	797
ATOH1_CCDS3638.1_ex0_4:94750351-94750374:-_5-2	ATOH1	699	832	1050	581	340	599	1218	788	798	770	529	705
ATOH1_CCDS3638.1_ex0_4:94750430-94750453:-_5-3	ATOH1	2452	3004	3929	3221	2210	5350	2939	3023	3001	4160	3098	3663
ATOH1_CCDS3638.1_ex0_4:94750718-94750741:+_5-5	ATOH1	454	587	399	459	47	224	353	427	304	415	464	554
ATOH7_CCDS7276.1_ex0_10:69991116-69991139:-_5-1	ATOH7	464	607	599	588	459	737	430	366	485	547	303	505
ATOH7_CCDS7276.1_ex0_10:69991158-69991181:+_5-2	ATOH7	293	404	58	213	988	367	252	419	294	181	524	603
ATOH7_CCDS7276.1_ex0_10:69991235-69991258:-_5-3	ATOH7	477	545	331	644	274	499	495	654	461	456	337	448
ATOH7_CCDS7276.1_ex0_10:69991262-69991285:+_5-4	ATOH7	803	1003	763	656	1417	1285	678	783	641	809	939	1038
ATOH7_CCDS7276.1_ex0_10:69991341-69991364:-_5-5	ATOH7	266	322	119	214	198	376	382	469	209	307	273	241
ATOH8_CCDS1985.1_ex0_2:85981641-85981664:+_5-4	ATOH8	473	548	679	284	175	369	1064	1148	399	479	303	307
ATOH8_CCDS1985.1_ex0_2:85981465-85981488:+_5-2	ATOH8	578	770	419	519	306	634	738	615	554	1074	534	795
ATOH8_CCDS1985.1_ex0_2:85981425-85981448:+_5-1	ATOH8	253	306	14	64	37	80	146	136	148	209	124	251
ATOH8_CCDS1985.1_ex0_2:85981741-85981764:-_5-5	ATOH8	413	499	151	277	199	350	372	591	397	472	353	431
ATOH8_CCDS1985.1_ex0_2:85981616-85981639:-_5-3	ATOH8	632	773	371	562	349	1091	579	672	508	716	416	531
ATOX1_CCDS47317.1_ex0_5:151125947-151125970:-_3-1	ATOX1	271	351	313	316	218	436	254	270	304	352	372	426
ATOX1_CCDS47317.1_ex0_5:151125994-151126017:+_3-3	ATOX1	396	449	176	123	135	76	270	152	368	361	187	174
ATOX1_CCDS47317.1_ex0_5:151125974-151125997:-_3-2	ATOX1	240	278	767	241	214	434	422	401	341	418	389	405
ATP10A_CCDS32178.1_ex11_15:25958920-25958943:-_5-1	ATP10A	463	465	396	238	325	311	618	622	397	479	372	411
ATP10A_CCDS32178.1_ex20_15:26107972-26107995:+_5-5	ATP10A	644	811	456	820	337	1138	502	718	473	799	544	653
ATP10A_CCDS32178.1_ex18_15:25981237-25981260:+_5-3	ATP10A	877	958	585	856	435	662	961	503	633	882	614	932
ATP10A_CCDS32178.1_ex19_15:26026231-26026254:+_5-4	ATP10A	729	776	355	579	164	941	733	726	612	720	753	800
ATP10A_CCDS32178.1_ex17_15:25972328-25972351:+_5-2	ATP10A	211	232	49	4	213	207	90	108	200	274	84	170
ATP10B_CCDS43394.1_ex13_5:160059281-160059304:-_5-3	ATP10B	637	736	880	378	1661	1082	744	794	693	1002	497	715
ATP10B_CCDS43394.1_ex13_5:160059182-160059205:+_5-2	ATP10B	472	557	197	388	194	495	710	794	522	703	327	626
ATP10B_CCDS43394.1_ex14_5:160061387-160061410:-_5-4	ATP10B	569	601	698	312	1518	278	267	332	455	611	431	678
ATP10B_CCDS43394.1_ex11_5:160047726-160047749:-_5-1	ATP10B	629	760	774	579	241	695	900	1116	632	926	413	630
ATP10B_CCDS43394.1_ex16_5:160067542-160067565:+_5-5	ATP10B	909	1012	745	568	1160	759	705	557	757	1180	861	1265
ATP10D_CCDS3476.1_ex10_4:47559836-47559859:-_5-5	ATP10D	119	131	91	0	0	131	80	64	145	146	180	81
ATP10D_CCDS3476.1_ex5_4:47537953-47537976:-_5-4	ATP10D	519	560	271	491	399	351	244	396	417	623	277	328
ATP10D_CCDS3476.1_ex0_4:47514644-47514667:+_5-1	ATP10D	1078	1177	1510	1032	598	1096	1077	1395	975	1417	963	1033
ATP10D_CCDS3476.1_ex2_4:47525082-47525105:+_5-2	ATP10D	1052	1149	1488	859	735	1334	1002	1101	914	1234	913	1344
ATP10D_CCDS3476.1_ex4_4:47537529-47537552:+_5-3	ATP10D	380	446	379	60	168	271	326	316	397	584	202	237
ATP11A_CCDS32011.1_ex6_13:113473613-113473636:+_5-2	ATP11A	495	649	673	166	273	296	320	456	295	414	335	435
ATP11A_CCDS32011.1_ex1_13:113439549-113439572:+_5-1	ATP11A	673	776	537	476	457	723	501	666	730	709	576	537
ATP11A_CCDS32011.1_ex10_13:113479834-113479857:-_5-3	ATP11A	372	397	103	89	195	419	242	273	313	416	293	277
ATP11A_CCDS32011.1_ex12_13:113485808-113485831:-_5-4	ATP11A	624	836	243	337	652	738	809	954	590	729	580	473
ATP11A_CCDS32011.1_ex13_13:113487331-113487354:-_5-5	ATP11A	510	487	484	467	430	381	525	863	412	557	396	452
ATP11B_CCDS33896.1_ex4_3:182553873-182553896:+_5-1	ATP11B	218	226	34	84	281	286	115	112	211	309	152	94
ATP11B_CCDS33896.1_ex13_3:182584166-182584189:-_5-5	ATP11B	407	506	294	284	499	617	595	364	302	243	310	449
ATP11B_CCDS33896.1_ex5_3:182554211-182554234:-_5-2	ATP11B	262	342	71	140	488	287	232	199	278	347	155	187
ATP11B_CCDS33896.1_ex9_3:182566259-182566282:+_5-4	ATP11B	132	164	39	66	98	96	107	158	174	195	76	88
ATP11B_CCDS33896.1_ex5_3:182554236-182554259:+_5-3	ATP11B	184	227	0	86	168	303	301	322	168	230	99	219
ATP11C_CCDS14668.1_ex13_X:138867399-138867422:+_5-1	ATP11C	543	591	337	298	556	121	103	85	226	352	98	219
ATP11C_CCDS14668.1_ex23_X:138886653-138886676:+_5-5	ATP11C	227	241	234	65	122	492	116	92	166	241	41	123
ATP11C_CCDS14668.1_ex22_X:138884420-138884443:+_5-4	ATP11C	587	690	486	224	872	937	795	639	714	834	591	839
ATP11C_CCDS14668.1_ex18_X:138879373-138879396:-_5-3	ATP11C	225	263	409	533	99	148	282	363	300	251	370	391
ATP11C_CCDS14668.1_ex16_X:138871541-138871564:-_5-2	ATP11C	3	3	0	239	0	0	0	0	0	0	0	0
ATP12A_CCDS31948.1_ex8_13:25266747-25266770:-_5-5	ATP12A	259	280	157	77	260	318	619	288	186	301	155	151
ATP12A_CCDS31948.1_ex7_13:25265218-25265241:-_5-3	ATP12A	254	342	98	219	419	257	146	185	242	345	138	194
ATP12A_CCDS31948.1_ex3_13:25262631-25262654:-_5-1	ATP12A	577	777	361	692	419	563	868	979	458	595	522	945
ATP12A_CCDS31948.1_ex6_13:25264743-25264766:+_5-2	ATP12A	395	520	169	228	29	600	662	512	298	305	456	422
ATP12A_CCDS31948.1_ex8_13:25266574-25266597:+_5-4	ATP12A	163	246	114	26	1	68	246	203	139	136	168	142
ATP13A1_CCDS32970.2_ex25_19:19774324-19774347:-_5-5	ATP13A1	434	542	30	90	0	122	180	157	267	358	267	373
ATP13A1_CCDS32970.2_ex25_19:19774301-19774324:-_5-4	ATP13A1	835	996	239	310	53	297	711	543	476	529	541	684
ATP13A1_CCDS32970.2_ex25_19:19774248-19774271:+_5-3	ATP13A1	331	402	201	38	23	84	94	119	167	267	227	209
ATP13A1_CCDS32970.2_ex17_19:19766691-19766714:+_5-2	ATP13A1	769	849	348	44	106	393	275	446	335	460	524	899
ATP13A1_CCDS32970.2_ex15_19:19766227-19766250:+_5-1	ATP13A1	899	1013	216	240	16	378	573	733	427	638	607	607
ATP13A2_CCDS175.1_ex22_1:17328830-17328853:+_5-2	ATP13A2	308	296	307	139	443	363	232	336	119	258	248	283
ATP13A2_CCDS175.1_ex23_1:17330851-17330874:+_5-3	ATP13A2	409	535	249	354	391	401	230	266	263	371	173	282
ATP13A2_CCDS175.1_ex26_1:17331996-17332019:-_5-5	ATP13A2	748	790	553	424	316	946	476	612	490	740	524	853
ATP13A2_CCDS175.1_ex21_1:17328570-17328593:+_5-1	ATP13A2	409	452	164	224	649	419	365	317	414	340	188	161
ATP13A2_CCDS175.1_ex26_1:17331885-17331908:+_5-4	ATP13A2	309	387	153	163	156	528	735	1184	255	296	255	314
ATP13A3_CCDS43187.1_ex16_3:194159640-194159663:-_5-1	ATP13A3	330	374	932	197	84	676	327	433	177	252	297	213
ATP13A3_CCDS43187.1_ex22_3:194170968-194170991:-_5-4	ATP13A3	732	695	1143	789	959	1048	612	687	860	1249	928	1126
ATP13A3_CCDS43187.1_ex29_3:194181451-194181474:+_5-5	ATP13A3	259	343	400	137	258	657	388	480	248	245	293	311
ATP13A3_CCDS43187.1_ex21_3:194169217-194169240:-_5-3	ATP13A3	304	336	221	238	999	139	250	195	159	203	231	305
ATP13A3_CCDS43187.1_ex18_3:194165463-194165486:-_5-2	ATP13A3	211	318	422	534	497	288	235	373	273	291	246	489
ATP13A4_CCDS3304.2_ex15_3:193175217-193175240:-_5-1	ATP13A4	400	486	180	442	326	459	500	651	637	523	353	470
ATP13A4_CCDS3304.2_ex18_3:193182865-193182888:+_5-3	ATP13A4	340	466	424	48	519	660	387	352	277	272	249	316
ATP13A4_CCDS3304.2_ex17_3:193180584-193180607:-_5-2	ATP13A4	301	354	68	85	585	470	208	491	362	429	376	467
ATP13A4_CCDS3304.2_ex19_3:193183837-193183860:+_5-4	ATP13A4	202	253	217	9	220	71	160	204	81	199	195	234
ATP13A4_CCDS3304.2_ex22_3:193201757-193201780:+_5-5	ATP13A4	224	266	38	137	568	293	362	279	191	250	188	246
ATP13A5_CCDS33914.1_ex18_3:193048998-193049021:+_5-1	ATP13A5	262	301	166	50	1072	69	298	263	187	222	204	365
ATP13A5_CCDS33914.1_ex20_3:193052722-193052745:+_5-2	ATP13A5	623	716	1891	746	1523	1141	1005	785	686	829	654	977
ATP13A5_CCDS33914.1_ex28_3:193081998-193082021:-_5-5	ATP13A5	688	804	599	395	747	799	1079	993	730	959	955	1437
ATP13A5_CCDS33914.1_ex24_3:193071945-193071968:+_5-3	ATP13A5	654	784	952	273	819	486	668	788	938	1114	772	596
ATP13A5_CCDS33914.1_ex26_3:193080413-193080436:-_5-4	ATP13A5	340	398	214	108	495	352	526	344	417	460	282	331
ATP1A1_CCDS53351.1_ex7_1:116932294-116932317:-_5-5	ATP1A1	562	753	0	297	17	494	289	273	173	284	167	208
ATP1A1_CCDS53351.1_ex7_1:116932063-116932086:-_5-4	ATP1A1	127	133	0	7	214	10	179	147	11	36	71	63
ATP1A1_CCDS53351.1_ex4_1:116930773-116930796:+_5-1	ATP1A1	147	172	33	73	0	0	27	57	55	78	12	33
ATP1A1_CCDS53351.1_ex5_1:116931259-116931282:+_5-2	ATP1A1	171	274	36	12	0	86	70	224	102	159	138	98
ATP1A1_CCDS53351.1_ex6_1:116931533-116931556:-_5-3	ATP1A1	538	590	688	366	395	486	401	441	399	565	462	887
ATP1A2_CCDS1196.1_ex7_1:160097375-160097398:-_5-2	ATP1A2	672	714	204	161	238	189	669	755	413	478	297	359
ATP1A2_CCDS1196.1_ex9_1:160098778-160098801:+_5-3	ATP1A2	454	467	686	570	633	716	654	506	377	533	486	448
ATP1A2_CCDS1196.1_ex3_1:160093093-160093116:+_5-1	ATP1A2	600	731	558	423	281	518	609	911	502	569	503	667
ATP1A2_CCDS1196.1_ex9_1:160098862-160098885:+_5-5	ATP1A2	353	380	231	106	165	224	248	134	299	290	226	388
ATP1A2_CCDS1196.1_ex9_1:160098833-160098856:-_5-4	ATP1A2	14	14	51	4	0	0	28	3	0	0	60	43
ATP1A3_CCDS12594.1_ex15_19:42489216-42489239:+_5-2	ATP1A3	206	288	47	156	52	515	346	284	204	335	266	284
ATP1A3_CCDS12594.1_ex19_19:42492111-42492134:+_5-5	ATP1A3	793	1015	1015	343	1483	515	758	878	759	936	958	1174
ATP1A3_CCDS12594.1_ex16_19:42489542-42489565:+_5-4	ATP1A3	432	551	215	641	248	209	516	537	518	538	453	505
ATP1A3_CCDS12594.1_ex15_19:42489272-42489295:-_5-3	ATP1A3	803	924	443	1552	753	971	1876	2150	657	864	776	1093
ATP1A3_CCDS12594.1_ex15_19:42489141-42489164:-_5-1	ATP1A3	376	459	681	448	154	695	224	145	413	484	460	375
ATP1A4_CCDS1197.1_ex4_1:160128791-160128814:+_10-2	ATP1A4	436	568	355	118	160	207	360	336	441	502	292	319
ATP1A4_CCDS1197.1_ex6_1:160134006-160134029:-_10-4	ATP1A4	830	1063	925	704	469	885	902	666	536	757	608	1042
ATP1A4_CCDS1197.1_ex19_1:160151725-160151748:+_10-9	ATP1A4	296	237	136	116	188	272	399	435	221	211	166	229
ATP1A4_CCDS1197.1_ex18_1:160151508-160151531:-_10-7	ATP1A4	203	216	181	605	571	79	198	424	370	321	132	237
ATP1A4_CCDS1197.1_ex17_1:160147396-160147419:-_10-6	ATP1A4	209	270	0	191	112	93	226	188	207	200	278	320
ATP1A4_CCDS1197.1_ex6_1:160133952-160133975:-_10-3	ATP1A4	224	231	196	130	0	426	138	152	100	204	126	101
ATP1A4_CCDS1197.1_ex8_1:160136789-160136812:+_10-5	ATP1A4	721	932	836	721	1390	1476	767	847	439	771	600	498
ATP1A4_CCDS1197.1_ex19_1:160151776-160151799:+_10-10	ATP1A4	447	589	236	785	726	337	537	585	365	544	407	487
ATP1A4_CCDS1197.1_ex3_1:160125842-160125865:+_10-1	ATP1A4	1083	1350	765	532	880	943	628	769	928	1335	476	870
ATP1A4_CCDS1197.1_ex18_1:160151564-160151587:-_10-8	ATP1A4	709	784	1126	531	366	1238	702	687	743	882	455	661
ATP1B1_CCDS1276.1_ex1_1:169080688-169080711:-_5-2	ATP1B1	201	214	203	97	604	176	365	192	198	370	168	300
ATP1B1_CCDS1276.1_ex1_1:169080727-169080750:-_5-3	ATP1B1	582	652	617	361	530	156	462	567	623	897	567	614
ATP1B1_CCDS1276.1_ex1_1:169080614-169080637:-_5-1	ATP1B1	0	1	0	0	0	0	0	0	0	0	0	0
ATP1B1_CCDS1276.1_ex2_1:169094160-169094183:-_5-4	ATP1B1	108	101	67	154	17	114	121	135	77	90	211	105
ATP1B1_CCDS1276.1_ex2_1:169094242-169094265:-_5-5	ATP1B1	361	402	223	148	250	244	220	201	310	351	154	219
ATP1B2_CCDS32550.1_ex2_17:7557228-7557251:-_5-3	ATP1B2	616	662	306	817	523	306	1534	1467	493	388	649	831
ATP1B2_CCDS32550.1_ex3_17:7557395-7557418:+_5-4	ATP1B2	972	1037	976	627	1936	2535	967	1117	1076	1297	730	852
ATP1B2_CCDS32550.1_ex2_17:7557204-7557227:+_5-2	ATP1B2	348	440	1926	133	127	184	286	230	293	259	276	380
ATP1B2_CCDS32550.1_ex3_17:7557413-7557436:-_5-5	ATP1B2	457	495	214	410	315	649	381	449	515	558	529	693
ATP1B2_CCDS32550.1_ex1_17:7556782-7556805:-_5-1	ATP1B2	479	541	733	245	1093	629	713	673	567	587	631	1042
ATP1B3_CCDS3121.1_ex2_3:141626062-141626085:+_5-4	ATP1B3	457	485	38	430	64	528	265	279	203	298	154	226
ATP1B3_CCDS3121.1_ex2_3:141625994-141626017:+_5-2	ATP1B3	14	6	0	0	0	7	0	0	0	0	0	34
ATP1B3_CCDS3121.1_ex2_3:141626028-141626051:-_5-3	ATP1B3	315	299	0	25	145	121	29	11	58	62	44	19
ATP1B3_CCDS3121.1_ex3_3:141632561-141632584:-_5-5	ATP1B3	44	51	7	0	0	4	15	115	12	39	16	28
ATP1B3_CCDS3121.1_ex1_3:141622568-141622591:+_5-1	ATP1B3	787	879	32	107	280	404	296	273	217	248	254	303
ATP1B4_CCDS14598.1_ex3_X:119505005-119505028:+_5-5	ATP1B4	714	858	877	736	1508	882	939	787	630	800	731	1056
ATP1B4_CCDS14598.1_ex2_X:119504667-119504690:-_5-3	ATP1B4	780	925	871	875	863	590	824	878	685	1002	658	713
ATP1B4_CCDS14598.1_ex1_X:119500450-119500473:+_5-1	ATP1B4	654	807	580	572	930	751	1015	736	665	733	784	918
ATP1B4_CCDS14598.1_ex3_X:119504974-119504997:-_5-4	ATP1B4	292	314	110	375	156	66	276	355	211	235	113	79
ATP1B4_CCDS14598.1_ex1_X:119500610-119500633:+_5-2	ATP1B4	467	529	175	296	1054	504	824	465	760	969	404	620
ATP2A1_CCDS10643.1_ex7_16:28899031-28899054:-_5-4	ATP2A1	487	545	777	231	174	635	287	319	313	521	514	677
ATP2A1_CCDS10643.1_ex10_16:28905911-28905934:-_5-5	ATP2A1	449	483	771	367	74	502	445	264	504	647	404	403
ATP2A1_CCDS10643.1_ex7_16:28898948-28898971:+_5-2	ATP2A1	647	756	1710	100	664	440	503	568	406	524	591	570
ATP2A1_CCDS10643.1_ex5_16:28895926-28895949:-_5-1	ATP2A1	539	648	439	217	415	997	611	679	578	852	421	539
ATP2A1_CCDS10643.1_ex7_16:28898974-28898997:-_5-3	ATP2A1	431	502	345	249	196	332	318	337	456	443	262	382
ATP2A2_CCDS9143.1_ex9_12:110771015-110771038:-_5-5	ATP2A2	178	186	66	16	409	94	34	111	50	75	66	32
ATP2A2_CCDS9143.1_ex5_12:110760810-110760833:-_5-2	ATP2A2	35	42	5	0	6	16	61	18	33	47	18	0
ATP2A2_CCDS9143.1_ex4_12:110734453-110734476:+_5-1	ATP2A2	347	407	4	50	0	193	38	55	149	99	24	48
ATP2A2_CCDS9143.1_ex7_12:110765402-110765425:+_5-3	ATP2A2	153	176	0	14	3	278	160	115	60	79	45	40
ATP2A2_CCDS9143.1_ex7_12:110765562-110765585:+_5-4	ATP2A2	546	615	59	299	15	66	100	156	237	271	184	241
ATP2A3_CCDS11041.1_ex13_17:3848359-3848382:-_5-2	ATP2A3	491	568	324	545	37	374	417	287	279	269	228	345
ATP2A3_CCDS11041.1_ex14_17:3850932-3850955:-_5-3	ATP2A3	919	1044	1995	729	941	798	635	822	963	1408	909	1096
ATP2A3_CCDS11041.1_ex12_17:3848053-3848076:-_5-1	ATP2A3	811	1111	469	586	677	1550	379	933	735	1090	598	790
ATP2A3_CCDS11041.1_ex21_17:3867466-3867489:-_5-5	ATP2A3	368	385	350	56	554	778	338	249	415	501	318	496
ATP2A3_CCDS11041.1_ex17_17:3854600-3854623:-_5-4	ATP2A3	844	933	2269	462	735	769	933	927	704	807	817	980
ATP2B1_CCDS41817.1_ex15_12:90021453-90021476:-_5-3	ATP2B1	179	234	30	302	53	196	142	127	105	124	102	184
ATP2B1_CCDS41817.1_ex11_12:90013979-90014002:-_5-1	ATP2B1	749	708	51	40	574	374	515	575	472	665	223	249
ATP2B1_CCDS41817.1_ex20_12:90049512-90049535:-_5-5	ATP2B1	38	52	69	83	0	92	64	122	57	46	0	1
ATP2B1_CCDS41817.1_ex17_12:90028646-90028669:+_5-4	ATP2B1	290	388	2	52	180	36	143	302	233	365	62	74
ATP2B1_CCDS41817.1_ex13_12:90017975-90017998:+_5-2	ATP2B1	369	409	37	59	184	653	395	484	199	242	72	169
ATP2B2_CCDS2601.1_ex17_3:10452300-10452323:+_5-5	ATP2B2	1074	1288	1324	851	284	1273	946	1033	1091	1184	768	1012
ATP2B2_CCDS2601.1_ex11_3:10413588-10413611:+_5-1	ATP2B2	608	601	403	295	155	118	537	404	312	474	374	358
ATP2B2_CCDS2601.1_ex12_3:10417116-10417139:+_5-2	ATP2B2	244	253	134	339	96	232	193	210	101	112	61	251
ATP2B2_CCDS2601.1_ex16_3:10443836-10443859:-_5-4	ATP2B2	923	1017	472	525	873	1025	636	718	678	936	656	1131
ATP2B2_CCDS2601.1_ex12_3:10417219-10417242:+_5-3	ATP2B2	677	795	782	535	727	578	500	945	509	684	465	776
ATP2B3_CCDS14722.1_ex3_X:152807862-152807885:-_5-4	ATP2B3	736	892	456	600	771	1168	709	864	761	1106	693	877
ATP2B3_CCDS14722.1_ex8_X:152815049-152815072:+_5-5	ATP2B3	548	760	630	1075	952	742	749	550	877	1001	595	718
ATP2B3_CCDS14722.1_ex1_X:152806976-152806999:-_5-1	ATP2B3	431	495	174	485	230	490	300	282	341	491	439	485
ATP2B3_CCDS14722.1_ex3_X:152807843-152807866:-_5-3	ATP2B3	750	775	523	841	1059	326	634	885	646	1035	747	1301
ATP2B3_CCDS14722.1_ex2_X:152807300-152807323:+_5-2	ATP2B3	355	369	488	310	253	311	609	385	278	497	265	381
ATP2B4_CCDS1440.1_ex1_1:203667303-203667326:+_5-1	ATP2B4	488	524	261	561	210	695	398	410	438	675	291	413
ATP2B4_CCDS1440.1_ex2_1:203668767-203668790:-_5-2	ATP2B4	587	726	160	200	459	205	644	458	461	494	401	512
ATP2B4_CCDS1440.1_ex9_1:203678615-203678638:-_5-5	ATP2B4	498	571	344	354	213	242	381	298	184	187	244	428
ATP2B4_CCDS1440.1_ex8_1:203677003-203677026:+_5-3	ATP2B4	284	380	282	402	7	379	585	594	207	365	110	223
ATP2B4_CCDS1440.1_ex8_1:203677129-203677152:-_5-4	ATP2B4	291	311	867	315	500	546	250	489	434	503	256	417
ATP2C1_CCDS33856.1_ex6_3:130660423-130660446:+_5-2	ATP2C1	1325	1404	578	668	580	933	912	1151	903	1060	886	1503
ATP2C1_CCDS33856.1_ex11_3:130682846-130682869:-_5-5	ATP2C1	279	312	490	165	25	164	163	80	74	137	84	278
ATP2C1_CCDS33856.1_ex7_3:130672782-130672805:-_5-4	ATP2C1	179	251	280	12	10	131	64	79	81	126	82	162
ATP2C1_CCDS33856.1_ex6_3:130660455-130660478:+_5-3	ATP2C1	575	737	2062	468	173	338	362	511	346	328	351	411
ATP2C1_CCDS33856.1_ex3_3:130653533-130653556:+_5-1	ATP2C1	501	549	1514	316	968	247	295	291	287	390	227	401
ATP2C2_CCDS42207.1_ex7_16:84456020-84456043:-_5-2	ATP2C2	336	399	838	164	146	232	376	286	358	491	231	269
ATP2C2_CCDS42207.1_ex11_16:84472864-84472887:+_5-4	ATP2C2	231	314	639	99	349	55	227	254	165	172	105	150
ATP2C2_CCDS42207.1_ex6_16:84449147-84449170:+_5-1	ATP2C2	334	335	37	96	54	75	167	331	85	185	159	158
ATP2C2_CCDS42207.1_ex10_16:84459380-84459403:+_5-3	ATP2C2	612	640	239	53	110	385	604	373	260	266	388	485
ATP2C2_CCDS42207.1_ex12_16:84473096-84473119:-_5-5	ATP2C2	136	176	1715	11	53	51	92	79	158	186	141	86
ATP4A_CCDS12467.1_ex18_19:36053441-36053464:-_5-5	ATP4A	472	561	262	153	139	447	675	635	452	601	367	586
ATP4A_CCDS12467.1_ex15_19:36050909-36050932:-_5-4	ATP4A	689	824	616	375	447	883	373	350	603	847	652	953
ATP4A_CCDS12467.1_ex12_19:36049373-36049396:-_5-2	ATP4A	312	377	388	537	412	235	242	373	371	446	149	283
ATP4A_CCDS12467.1_ex11_19:36048718-36048741:+_5-1	ATP4A	836	1108	461	287	451	805	491	797	794	1027	690	1012
ATP4A_CCDS12467.1_ex13_19:36049498-36049521:-_5-3	ATP4A	283	265	197	159	95	402	259	443	357	453	226	264
ATP4B_CCDS9539.1_ex4_13:114307712-114307735:+_5-2	ATP4B	302	317	302	343	177	169	293	372	400	314	235	175
ATP4B_CCDS9539.1_ex5_13:114309127-114309150:-_5-4	ATP4B	4	0	0	0	0	0	0	3	0	0	0	0
ATP4B_CCDS9539.1_ex4_13:114307730-114307753:+_5-3	ATP4B	367	470	92	83	529	96	143	233	227	520	284	226
